,,,,RESULTADOS DE LAS ELECCIONES REGIONALES 2004 - GOBERNADORES,,,,,,,,,
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62350,ESCUELA BASICA NACIONAL GENERAL RAFAEL URDANETA (FE Y ALEGRIA),EL MANZANILLO BARRIO LOS BOLIVARIANOS AVENIDA 25A CON CALLE 9,4,562,128,157,4
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62350,ESCUELA BASICA NACIONAL GENERAL RAFAEL URDANETA (FE Y ALEGRIA),EL MANZANILLO BARRIO LOS BOLIVARIANOS AVENIDA 25A CON CALLE 9,5,543,159,133,5
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62350,ESCUELA BASICA NACIONAL GENERAL RAFAEL URDANETA (FE Y ALEGRIA),EL MANZANILLO BARRIO LOS BOLIVARIANOS AVENIDA 25A CON CALLE 9,6,537,139,135,7
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62350,ESCUELA BASICA NACIONAL GENERAL RAFAEL URDANETA (FE Y ALEGRIA),EL MANZANILLO BARRIO LOS BOLIVARIANOS AVENIDA 25A CON CALLE 9,7,560,150,137,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62350,ESCUELA BASICA NACIONAL GENERAL RAFAEL URDANETA (FE Y ALEGRIA),EL MANZANILLO BARRIO LOS BOLIVARIANOS AVENIDA 25A CON CALLE 9,8,518,146,112,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62351,JARD INFANCIA NACIONAL MORITA CARRILLO,AVENIDA UNIÓN DEL MANZANILLO CON AVENIDA 25A,1,535,145,134,7
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62351,JARD INFANCIA NACIONAL MORITA CARRILLO,AVENIDA UNIÓN DEL MANZANILLO CON AVENIDA 25A,2,551,132,137,9
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62360,GRUPO ESCOLAR MTRO VICTOR PADILLA,CLL 13 CON AV 26 NO 26A-147 EL MANZANILLO,1,573,153,134,18
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62360,GRUPO ESCOLAR MTRO VICTOR PADILLA,CLL 13 CON AV 26 NO 26A-147 EL MANZANILLO,2,558,160,129,9
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62360,GRUPO ESCOLAR MTRO VICTOR PADILLA,CLL 13 CON AV 26 NO 26A-147 EL MANZANILLO,3,569,171,145,14
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62360,GRUPO ESCOLAR MTRO VICTOR PADILLA,CLL 13 CON AV 26 NO 26A-147 EL MANZANILLO,4,542,145,134,17
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62360,GRUPO ESCOLAR MTRO VICTOR PADILLA,CLL 13 CON AV 26 NO 26A-147 EL MANZANILLO,5,558,150,146,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62360,GRUPO ESCOLAR MTRO VICTOR PADILLA,CLL 13 CON AV 26 NO 26A-147 EL MANZANILLO,6,569,142,144,13
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62360,GRUPO ESCOLAR MTRO VICTOR PADILLA,CLL 13 CON AV 26 NO 26A-147 EL MANZANILLO,7,503,154,119,11
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62370,ESCUELA  SOCIAL DE AVANZADA 19 DE ABRIL,BARRIO CORAZON DE JESUS CALLE 10 UNION CON AVENIDA 19,1,531,156,148,3
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62370,ESCUELA  SOCIAL DE AVANZADA 19 DE ABRIL,BARRIO CORAZON DE JESUS CALLE 10 UNION CON AVENIDA 19,2,529,167,131,8
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62370,ESCUELA  SOCIAL DE AVANZADA 19 DE ABRIL,BARRIO CORAZON DE JESUS CALLE 10 UNION CON AVENIDA 19,3,499,149,125,8
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62370,ESCUELA  SOCIAL DE AVANZADA 19 DE ABRIL,BARRIO CORAZON DE JESUS CALLE 10 UNION CON AVENIDA 19,4,502,150,128,8
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62370,ESCUELA  SOCIAL DE AVANZADA 19 DE ABRIL,BARRIO CORAZON DE JESUS CALLE 10 UNION CON AVENIDA 19,5,520,145,138,6
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62370,ESCUELA  SOCIAL DE AVANZADA 19 DE ABRIL,BARRIO CORAZON DE JESUS CALLE 10 UNION CON AVENIDA 19,7,562,154,133,3
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62470,ESCUELA TECNICA INDUSTRIAL NACIONAL ANSELMO BELLOSO,CARRETERA VIA PERIJA KILOMETRO 3 1/2 AVENIDA UNION SIERRA MAESTRA,1,495,125,108,15
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62470,ESCUELA TECNICA INDUSTRIAL NACIONAL ANSELMO BELLOSO,CARRETERA VIA PERIJA KILOMETRO 3 1/2 AVENIDA UNION SIERRA MAESTRA,2,486,125,94,4
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62470,ESCUELA TECNICA INDUSTRIAL NACIONAL ANSELMO BELLOSO,CARRETERA VIA PERIJA KILOMETRO 3 1/2 AVENIDA UNION SIERRA MAESTRA,3,479,131,101,13
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62480,ESCUELA BASICA NACIONAL BENILDA AVILA DE MORENO,SIERRA MAESTRA BARRIO ADAN STHORMES CALLE 18 CON AVENIDA 6 Y 7,1,537,177,133,6
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62480,ESCUELA BASICA NACIONAL BENILDA AVILA DE MORENO,SIERRA MAESTRA BARRIO ADAN STHORMES CALLE 18 CON AVENIDA 6 Y 7,2,548,159,120,3
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62480,ESCUELA BASICA NACIONAL BENILDA AVILA DE MORENO,SIERRA MAESTRA BARRIO ADAN STHORMES CALLE 18 CON AVENIDA 6 Y 7,3,536,163,149,11
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62480,ESCUELA BASICA NACIONAL BENILDA AVILA DE MORENO,SIERRA MAESTRA BARRIO ADAN STHORMES CALLE 18 CON AVENIDA 6 Y 7,4,525,159,123,9
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62480,ESCUELA BASICA NACIONAL BENILDA AVILA DE MORENO,SIERRA MAESTRA BARRIO ADAN STHORMES CALLE 18 CON AVENIDA 6 Y 7,5,550,166,156,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62485,ESCUELA BASICA NACIONAL BARRIO STHORMES,VIA LA CAÑADA KILOMETRO 4 1/2 BARRIO STHORMES CALLES 22 CON AVENIDA 3 Y 4,1,533,151,111,20
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62485,ESCUELA BASICA NACIONAL BARRIO STHORMES,VIA LA CAÑADA KILOMETRO 4 1/2 BARRIO STHORMES CALLES 22 CON AVENIDA 3 Y 4,2,553,149,132,13
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62485,ESCUELA BASICA NACIONAL BARRIO STHORMES,VIA LA CAÑADA KILOMETRO 4 1/2 BARRIO STHORMES CALLES 22 CON AVENIDA 3 Y 4,3,527,173,114,16
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62485,ESCUELA BASICA NACIONAL BARRIO STHORMES,VIA LA CAÑADA KILOMETRO 4 1/2 BARRIO STHORMES CALLES 22 CON AVENIDA 3 Y 4,4,496,144,135,8
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62490,ESCUELA BASICA NACIONAL 19 DE ABRIL,AVENIDA PRINCIPAL SIERRA MAESTRA AVENIDA 15 CON CALLE 15 .,1,596,170,114,8
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62490,ESCUELA BASICA NACIONAL 19 DE ABRIL,AVENIDA PRINCIPAL SIERRA MAESTRA AVENIDA 15 CON CALLE 15 .,2,611,172,144,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62490,ESCUELA BASICA NACIONAL 19 DE ABRIL,AVENIDA PRINCIPAL SIERRA MAESTRA AVENIDA 15 CON CALLE 15 .,3,582,190,132,7
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62490,ESCUELA BASICA NACIONAL 19 DE ABRIL,AVENIDA PRINCIPAL SIERRA MAESTRA AVENIDA 15 CON CALLE 15 .,4,582,162,147,7
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62490,ESCUELA BASICA NACIONAL 19 DE ABRIL,AVENIDA PRINCIPAL SIERRA MAESTRA AVENIDA 15 CON CALLE 15 .,5,553,162,106,9
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62490,ESCUELA BASICA NACIONAL 19 DE ABRIL,AVENIDA PRINCIPAL SIERRA MAESTRA AVENIDA 15 CON CALLE 15 .,6,586,168,136,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62490,ESCUELA BASICA NACIONAL 19 DE ABRIL,AVENIDA PRINCIPAL SIERRA MAESTRA AVENIDA 15 CON CALLE 15 .,7,568,170,104,3
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62490,ESCUELA BASICA NACIONAL 19 DE ABRIL,AVENIDA PRINCIPAL SIERRA MAESTRA AVENIDA 15 CON CALLE 15 .,8,564,175,122,1
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62490,ESCUELA BASICA NACIONAL 19 DE ABRIL,AVENIDA PRINCIPAL SIERRA MAESTRA AVENIDA 15 CON CALLE 15 .,9,566,133,123,9
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62490,ESCUELA BASICA NACIONAL 19 DE ABRIL,AVENIDA PRINCIPAL SIERRA MAESTRA AVENIDA 15 CON CALLE 15 .,10,594,156,140,7
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62490,ESCUELA BASICA NACIONAL 19 DE ABRIL,AVENIDA PRINCIPAL SIERRA MAESTRA AVENIDA 15 CON CALLE 15 .,11,511,136,107,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62500,UNIDAD EDUCATIVA NACIONAL PRIVADA NATALICIO DEL LIBERTADOR,AVENIDA 11 ENTRE CALLES 20 Y 21 NUMERO 20-35 SIERRA MAESTRA,1,584,151,136,13
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62500,UNIDAD EDUCATIVA NACIONAL PRIVADA NATALICIO DEL LIBERTADOR,AVENIDA 11 ENTRE CALLES 20 Y 21 NUMERO 20-35 SIERRA MAESTRA,2,579,169,110,15
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62500,UNIDAD EDUCATIVA NACIONAL PRIVADA NATALICIO DEL LIBERTADOR,AVENIDA 11 ENTRE CALLES 20 Y 21 NUMERO 20-35 SIERRA MAESTRA,3,603,160,124,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62500,UNIDAD EDUCATIVA NACIONAL PRIVADA NATALICIO DEL LIBERTADOR,AVENIDA 11 ENTRE CALLES 20 Y 21 NUMERO 20-35 SIERRA MAESTRA,4,586,167,118,2
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62500,UNIDAD EDUCATIVA NACIONAL PRIVADA NATALICIO DEL LIBERTADOR,AVENIDA 11 ENTRE CALLES 20 Y 21 NUMERO 20-35 SIERRA MAESTRA,5,600,182,136,5
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62520,ESCUELA BASICA NACIONAL PRIVADA MARIE POUSSEPIN,BARRIO SIERRA MAESTRA CALLE 12 CON AVENIDA NUMERO 16-59,1,462,144,105,7
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62520,ESCUELA BASICA NACIONAL PRIVADA MARIE POUSSEPIN,BARRIO SIERRA MAESTRA CALLE 12 CON AVENIDA NUMERO 16-59,2,469,137,119,8
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62520,ESCUELA BASICA NACIONAL PRIVADA MARIE POUSSEPIN,BARRIO SIERRA MAESTRA CALLE 12 CON AVENIDA NUMERO 16-59,3,458,142,103,5
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62520,ESCUELA BASICA NACIONAL PRIVADA MARIE POUSSEPIN,BARRIO SIERRA MAESTRA CALLE 12 CON AVENIDA NUMERO 16-59,4,490,136,110,12
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62530,ESCUELA BASICA NACIONAL DOCTOR JUAN SABA RIVERO,CALLE 13 NUMERO 25-144 BARRIO EL MANZANILLO SECTOR EL CARDONAL,1,589,166,135,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62530,ESCUELA BASICA NACIONAL DOCTOR JUAN SABA RIVERO,CALLE 13 NUMERO 25-144 BARRIO EL MANZANILLO SECTOR EL CARDONAL,2,587,129,158,14
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62530,ESCUELA BASICA NACIONAL DOCTOR JUAN SABA RIVERO,CALLE 13 NUMERO 25-144 BARRIO EL MANZANILLO SECTOR EL CARDONAL,3,571,153,145,12
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62530,ESCUELA BASICA NACIONAL DOCTOR JUAN SABA RIVERO,CALLE 13 NUMERO 25-144 BARRIO EL MANZANILLO SECTOR EL CARDONAL,4,578,129,135,8
21,EDO. ZULIA,18,MP. SAN FRANCISCO,2,PQ. FRANCISCO OCHOA,62530,ESCUELA BASICA NACIONAL DOCTOR JUAN SABA RIVERO,CALLE 13 NUMERO 25-144 BARRIO EL MANZANILLO SECTOR EL CARDONAL,5,593,138,147,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62330,ESCUELA BASICA NACIONAL DOCTOR JESUS MUÑOZ TEBAR,AVENIDA PRINCIPAL SAN FRANCISCO CON CALLE 27 SECTOR LA PUNTA,1,582,194,140,13
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62330,ESCUELA BASICA NACIONAL DOCTOR JESUS MUÑOZ TEBAR,AVENIDA PRINCIPAL SAN FRANCISCO CON CALLE 27 SECTOR LA PUNTA,2,580,175,129,7
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62330,ESCUELA BASICA NACIONAL DOCTOR JESUS MUÑOZ TEBAR,AVENIDA PRINCIPAL SAN FRANCISCO CON CALLE 27 SECTOR LA PUNTA,3,604,172,160,16
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62330,ESCUELA BASICA NACIONAL DOCTOR JESUS MUÑOZ TEBAR,AVENIDA PRINCIPAL SAN FRANCISCO CON CALLE 27 SECTOR LA PUNTA,4,607,184,140,17
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62330,ESCUELA BASICA NACIONAL DOCTOR JESUS MUÑOZ TEBAR,AVENIDA PRINCIPAL SAN FRANCISCO CON CALLE 27 SECTOR LA PUNTA,5,571,166,146,13
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62330,ESCUELA BASICA NACIONAL DOCTOR JESUS MUÑOZ TEBAR,AVENIDA PRINCIPAL SAN FRANCISCO CON CALLE 27 SECTOR LA PUNTA,6,574,184,126,5
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62331,UNIDAD  EDUCATIVA  ESTATAL SAN FRANCISCO,AVENIDA EL CEMENTERIO NUEVO SAN FRANCISCO,1,605,147,151,7
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62331,UNIDAD  EDUCATIVA  ESTATAL SAN FRANCISCO,AVENIDA EL CEMENTERIO NUEVO SAN FRANCISCO,2,592,147,146,7
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62331,UNIDAD  EDUCATIVA  ESTATAL SAN FRANCISCO,AVENIDA EL CEMENTERIO NUEVO SAN FRANCISCO,3,557,132,146,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62331,UNIDAD  EDUCATIVA  ESTATAL SAN FRANCISCO,AVENIDA EL CEMENTERIO NUEVO SAN FRANCISCO,4,574,167,124,3
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62331,UNIDAD  EDUCATIVA  ESTATAL SAN FRANCISCO,AVENIDA EL CEMENTERIO NUEVO SAN FRANCISCO,5,600,152,152,9
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62331,UNIDAD  EDUCATIVA  ESTATAL SAN FRANCISCO,AVENIDA EL CEMENTERIO NUEVO SAN FRANCISCO,6,589,151,124,15
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62331,UNIDAD  EDUCATIVA  ESTATAL SAN FRANCISCO,AVENIDA EL CEMENTERIO NUEVO SAN FRANCISCO,7,564,135,134,6
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62331,UNIDAD  EDUCATIVA  ESTATAL SAN FRANCISCO,AVENIDA EL CEMENTERIO NUEVO SAN FRANCISCO,8,600,153,141,11
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62331,UNIDAD  EDUCATIVA  ESTATAL SAN FRANCISCO,AVENIDA EL CEMENTERIO NUEVO SAN FRANCISCO,9,586,142,152,8
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62333,U.E.N. GRAN AYACUCHO,AV. PPAL. SAN FRANCISCO FRENTE A LA PLAZA R.U.,1,597,188,147,11
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62333,U.E.N. GRAN AYACUCHO,AV. PPAL. SAN FRANCISCO FRENTE A LA PLAZA R.U.,2,583,179,145,9
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62333,U.E.N. GRAN AYACUCHO,AV. PPAL. SAN FRANCISCO FRENTE A LA PLAZA R.U.,3,581,178,140,15
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62333,U.E.N. GRAN AYACUCHO,AV. PPAL. SAN FRANCISCO FRENTE A LA PLAZA R.U.,4,567,144,146,5
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62400,UNIDAD EDUCATIVA NACIONAL PRIVADA COLEGIO CRISTO REY,URBANIZACION COROMOTO CALLE 169 NUMERO 44-30 MARACAIBO,1,577,240,92,8
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62400,UNIDAD EDUCATIVA NACIONAL PRIVADA COLEGIO CRISTO REY,URBANIZACION COROMOTO CALLE 169 NUMERO 44-30 MARACAIBO,2,601,250,84,13
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62400,UNIDAD EDUCATIVA NACIONAL PRIVADA COLEGIO CRISTO REY,URBANIZACION COROMOTO CALLE 169 NUMERO 44-30 MARACAIBO,3,606,263,79,9
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62400,UNIDAD EDUCATIVA NACIONAL PRIVADA COLEGIO CRISTO REY,URBANIZACION COROMOTO CALLE 169 NUMERO 44-30 MARACAIBO,4,552,242,88,14
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62400,UNIDAD EDUCATIVA NACIONAL PRIVADA COLEGIO CRISTO REY,URBANIZACION COROMOTO CALLE 169 NUMERO 44-30 MARACAIBO,5,567,243,86,8
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62400,UNIDAD EDUCATIVA NACIONAL PRIVADA COLEGIO CRISTO REY,URBANIZACION COROMOTO CALLE 169 NUMERO 44-30 MARACAIBO,6,605,263,85,7
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62400,UNIDAD EDUCATIVA NACIONAL PRIVADA COLEGIO CRISTO REY,URBANIZACION COROMOTO CALLE 169 NUMERO 44-30 MARACAIBO,7,595,244,92,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62400,UNIDAD EDUCATIVA NACIONAL PRIVADA COLEGIO CRISTO REY,URBANIZACION COROMOTO CALLE 169 NUMERO 44-30 MARACAIBO,8,570,236,84,6
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62400,UNIDAD EDUCATIVA NACIONAL PRIVADA COLEGIO CRISTO REY,URBANIZACION COROMOTO CALLE 169 NUMERO 44-30 MARACAIBO,9,578,239,84,9
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62410,ESCUELA BOLIVARIANA EDUARDO EMIRO FERRER,URBANIZACION SAN FRANCISCO SECTOR 6 CALLE 160 PRIMERA ETAPA .,1,554,196,106,11
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62410,ESCUELA BOLIVARIANA EDUARDO EMIRO FERRER,URBANIZACION SAN FRANCISCO SECTOR 6 CALLE 160 PRIMERA ETAPA .,2,544,173,113,12
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62410,ESCUELA BOLIVARIANA EDUARDO EMIRO FERRER,URBANIZACION SAN FRANCISCO SECTOR 6 CALLE 160 PRIMERA ETAPA .,3,526,178,114,10
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62410,ESCUELA BOLIVARIANA EDUARDO EMIRO FERRER,URBANIZACION SAN FRANCISCO SECTOR 6 CALLE 160 PRIMERA ETAPA .,4,505,181,97,5
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62410,ESCUELA BOLIVARIANA EDUARDO EMIRO FERRER,URBANIZACION SAN FRANCISCO SECTOR 6 CALLE 160 PRIMERA ETAPA .,5,545,193,107,5
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62410,ESCUELA BOLIVARIANA EDUARDO EMIRO FERRER,URBANIZACION SAN FRANCISCO SECTOR 6 CALLE 160 PRIMERA ETAPA .,6,521,198,92,11
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62410,ESCUELA BOLIVARIANA EDUARDO EMIRO FERRER,URBANIZACION SAN FRANCISCO SECTOR 6 CALLE 160 PRIMERA ETAPA .,7,553,172,126,8
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62411,ESCUELA BASICA NACIONAL JOSE ANTONIO CALCAÑO,CALLE 159 SECTOR 8 FRENTE CANTV URBANIZACION SAN FRANCISCO,1,493,142,119,13
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62411,ESCUELA BASICA NACIONAL JOSE ANTONIO CALCAÑO,CALLE 159 SECTOR 8 FRENTE CANTV URBANIZACION SAN FRANCISCO,2,491,118,131,8
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62411,ESCUELA BASICA NACIONAL JOSE ANTONIO CALCAÑO,CALLE 159 SECTOR 8 FRENTE CANTV URBANIZACION SAN FRANCISCO,3,473,132,115,15
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62411,ESCUELA BASICA NACIONAL JOSE ANTONIO CALCAÑO,CALLE 159 SECTOR 8 FRENTE CANTV URBANIZACION SAN FRANCISCO,4,478,128,122,6
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62411,ESCUELA BASICA NACIONAL JOSE ANTONIO CALCAÑO,CALLE 159 SECTOR 8 FRENTE CANTV URBANIZACION SAN FRANCISCO,5,490,114,117,5
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62411,ESCUELA BASICA NACIONAL JOSE ANTONIO CALCAÑO,CALLE 159 SECTOR 8 FRENTE CANTV URBANIZACION SAN FRANCISCO,6,606,174,152,5
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62412,ESCUELA BASICA BICENTENARIO JOSE ANTONIO PAEZ,URBANIZACION SAN FELIPE SECTOR 5 ENTRE VEREDA 29 Y 30,1,521,137,170,9
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62412,ESCUELA BASICA BICENTENARIO JOSE ANTONIO PAEZ,URBANIZACION SAN FELIPE SECTOR 5 ENTRE VEREDA 29 Y 30,2,525,148,164,7
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62412,ESCUELA BASICA BICENTENARIO JOSE ANTONIO PAEZ,URBANIZACION SAN FELIPE SECTOR 5 ENTRE VEREDA 29 Y 30,3,518,146,142,16
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62413,UNIDAD EDUCATIVA DON FELIPE RINALDI,CALLE 61 SECTOR EL PERU,2,599,227,117,7
21,EDO. ZULIA,18,MP. SAN FRANCISCO,3,PQ. SAN FRANCISCO,62420,ESCUELA BASICA NACIONAL ELAUDIMIRA GUANIPA,SECTOR 7 AVENIDA 29 SEGUNDA ETAPA URBANIZACION SAN FRANCISCO MARACAIBO,1,590,212,119,12
